#{"t_start": 1617611168.7877684, "env_id": null}
r,l,t
-0.833333,8,279.292145
-0.857143,7,279.527013
1.166667,8,279.725919
1.166667,8,279.956278
-0.857143,7,280.149311
1.119048,6,280.326229
1.166667,8,280.525678
1.166667,8,280.755699
1.095238,5,280.859031
-0.857143,7,281.072891
1.214286,10,281.301152
-0.833333,8,281.546047
1.166667,8,281.739217
-0.809524,9,282.025061
-0.809524,9,282.316408
1.214286,10,282.581472
1.119048,6,282.762673
-0.809524,9,283.050546
-0.761905,11,283.365861
-0.785714,10,283.687897
1.166667,8,283.925139
-0.857143,7,284.127374
-0.809524,9,284.41988
1.166667,8,284.660632
-0.857143,7,284.860365
1.190476,9,285.125571
1.071429,4,285.216918
-0.809524,9,285.511088
-0.833333,8,285.740538
1.166667,8,285.978863
1.119048,6,286.124404
1.190476,9,286.393011
1.190476,9,286.629604
1.166667,8,286.867794
-0.809524,9,287.131172
1.190476,9,287.402428
1.238095,11,287.737762
-0.857143,7,287.943263
-0.857143,7,288.179943
1.238095,11,288.508677
-0.833333,8,288.731867
1.166667,8,288.964926
-0.809524,9,289.221876
1.190476,9,289.48567
-0.857143,7,289.712418
1.214286,10,289.940235
-0.809524,9,290.200466
1.166667,8,290.419389
-0.880952,6,290.62224
1.166667,8,290.804072
-0.809524,9,291.063136
-0.809524,9,291.323681
-0.857143,7,291.512523
1.190476,9,291.7641
-0.785714,10,292.053734
-0.904762,5,292.180391
1.190476,9,292.424747
-0.809524,9,292.657941
-0.833333,8,292.918031
-0.785714,10,293.235761
1.119048,6,293.383527
-0.809524,9,293.676925
1.238095,11,293.998517
1.190476,9,294.234196
-0.809524,9,294.534192
-0.857143,7,294.741417
-0.880952,6,294.949682
-0.785714,10,295.246468
1.119048,6,295.43225
-0.833333,8,295.704012
-0.785714,10,295.979702
-0.809524,9,296.256102
-0.904762,5,296.391152
1.190476,9,296.663276
1.166667,8,296.882026
-0.857143,7,297.064743
-0.738095,12,297.426416
1.071429,4,297.535875
-0.857143,7,297.774148
1.190476,9,298.006586
-0.809524,9,298.297049
1.071429,4,298.389148
1.119048,6,298.572462
-0.809524,9,298.822743
1.190476,9,299.084284
1.190476,9,299.345299
-0.833333,8,299.567611
1.166667,8,299.798371
-0.857143,7,299.990649
1.190476,9,300.249658
-0.809524,9,300.505548
1.142857,7,300.711632
-0.857143,7,300.903597
1.166667,8,301.131721
-0.904762,5,301.266498
-0.785714,10,301.574694
1.119048,6,301.715193
1.190476,9,301.969775
-0.880952,6,302.168071
-0.904762,5,302.304821
1.190476,9,302.574009
1.166667,8,302.759986
-0.809524,9,303.037324
1.119048,6,303.185705
-0.761905,11,303.529897
-0.928571,4,303.64449
-0.928571,4,303.7563
1.142857,7,303.960365
1.095238,5,304.074615
1.166667,8,304.305843
-0.833333,8,304.539316
-0.833333,8,304.805717
-0.809524,9,305.098198
-0.809524,9,305.364411
-0.809524,9,305.643604
-0.761905,11,305.958366
-0.809524,9,306.267376
-0.809524,9,306.522614
1.190476,9,306.791867
1.238095,11,307.048864
-0.785714,10,307.343619
1.166667,8,307.583362
-0.880952,6,307.748736
1.095238,5,307.861622
-0.809524,9,308.141549
1.166667,8,308.372409
-0.833333,8,308.595566
-0.833333,8,308.841869
-0.809524,9,309.11346
1.119048,6,309.252168
-0.809524,9,309.543977
-0.833333,8,309.75685
1.119048,6,309.925649
-0.857143,7,310.112251
1.166667,8,310.352479
-0.738095,12,310.704522
-0.857143,7,310.939996
1.166667,8,311.136058
-0.857143,7,311.366077
-0.761905,11,311.706409
-0.857143,7,311.902231
-0.785714,10,312.197704
-0.809524,9,312.477568
1.142857,7,315.000674
-0.761905,11,315.387842
1.119048,6,315.543938
1.071429,4,315.673087
-0.833333,8,315.910872
1.166667,8,316.155756
-0.785714,10,316.489169
1.214286,10,316.765865
1.190476,9,317.039146
1.166667,8,317.233836
1.142857,7,317.446674
-0.809524,9,317.7363
1.142857,7,317.944295
1.142857,7,318.110823
-0.761905,11,318.450033
1.142857,7,318.656189
-0.857143,7,318.841046
1.095238,5,318.959503
1.214286,10,319.26313
1.142857,7,319.498217
-0.928571,4,319.627584
1.119048,6,319.77998
-0.809524,9,320.063224
-0.809524,9,320.348365
1.166667,8,320.556387
1.190476,9,320.833803
-0.833333,8,321.067778
-0.880952,6,321.273765
1.119048,6,321.419189
-0.857143,7,321.6495
-0.761905,11,321.952579
1.142857,7,322.156644
1.190476,9,322.401555
1.166667,8,322.582656
1.190476,9,322.822828
-0.809524,9,323.045372
1.190476,9,323.305703
1.119048,6,323.454497
-0.857143,7,323.679147
1.095238,5,323.791946
1.142857,7,323.997165
1.071429,4,324.095388
1.095238,5,324.224669
1.190476,9,324.475111
-0.785714,10,324.733751
1.142857,7,324.945222
1.071429,4,325.039018
1.214286,10,325.34153
-0.904762,5,325.493746
1.119048,6,325.647111
-0.833333,8,325.912608
1.119048,6,326.062954
-0.809524,9,326.36084
-0.833333,8,326.610083
1.190476,9,326.827949
1.166667,8,327.093142
1.166667,8,327.30614
-0.904762,5,327.494571
-0.880952,6,327.67446
1.190476,9,327.949806
-0.904762,5,328.104307
1.119048,6,328.295141
-0.761905,11,328.608101
1.166667,8,328.84062
-0.833333,8,329.06124
1.214286,10,329.348939
1.142857,7,329.524607
1.214286,10,329.810006
-0.809524,9,330.093521
1.190476,9,330.326178
-0.857143,7,330.551398
-0.809524,9,330.831007
-0.857143,7,331.024706
-0.785714,10,331.3712
1.166667,8,331.623705
1.142857,7,331.802373
1.119048,6,331.972665
1.142857,7,332.2121
1.190476,9,332.438905
1.142857,7,332.643682
1.095238,5,332.754868
-0.880952,6,332.910147
-0.809524,9,333.186774
-0.809524,9,333.471859
1.190476,9,333.69674
1.166667,8,333.934548
1.166667,8,334.127062
1.190476,9,334.387823
1.214286,10,334.689822
1.190476,9,334.930602
1.142857,7,335.142856
1.166667,8,335.343178
-0.809524,9,335.634222
1.119048,6,335.787868
1.071429,4,335.87994
1.142857,7,336.094185
-0.833333,8,336.330163
1.214286,10,336.637835
1.190476,9,336.925875
1.095238,5,337.056119
-0.809524,9,337.34981
-0.857143,7,337.558805
1.166667,8,337.79987
-0.809524,9,338.062458
1.166667,8,338.240726
-0.785714,10,338.555179
1.166667,8,338.755694
1.095238,5,338.907879
-0.928571,4,339.018224
1.166667,8,339.200065
-0.880952,6,339.391672
1.142857,7,339.555189
1.119048,6,339.739204
1.142857,7,339.91663
-0.833333,8,340.175266
1.095238,5,340.295854
-0.833333,8,340.55191
-0.857143,7,340.746172
-0.904762,5,340.88635
-0.857143,7,341.117183
-0.857143,7,341.35356
-0.761905,11,341.695557
1.119048,6,341.881953
1.142857,7,342.064127
1.166667,8,342.312601
-0.857143,7,342.525813
-0.880952,6,342.739897
1.119048,6,342.889198
1.095238,5,343.005537
1.142857,7,343.20811
-0.833333,8,343.441468
-0.904762,5,343.621099
-0.833333,8,343.868715
-0.809524,9,344.157415
1.142857,7,344.322285
-0.785714,10,344.644757
-0.904762,5,344.82671
-0.833333,8,345.032248
1.190476,9,345.284719
1.095238,5,345.404913
1.166667,8,345.641181
1.119048,6,345.79012
-0.809524,9,346.043629
-0.904762,5,346.223513
1.119048,6,346.383487
1.142857,7,346.612479
1.166667,8,346.813433
1.142857,7,347.019865
1.214286,10,347.322466
-0.809524,9,347.680253
-0.785714,10,348.034184
1.119048,6,348.218261
1.214286,10,348.624611
1.238095,11,348.999803
1.119048,6,349.154936
1.214286,10,349.453935
1.166667,8,349.657382
-0.785714,10,349.961163
1.071429,4,350.047854
-0.833333,8,350.302604
1.214286,10,350.553191
-0.833333,8,350.822395
-0.785714,10,351.129028
-0.809524,9,351.370251
1.190476,9,351.680219
1.261905,12,352.079296
-0.857143,7,352.302843
1.142857,7,352.533978
1.190476,9,352.775802
-0.857143,7,353.014287
1.190476,9,353.2839
1.071429,4,353.370887
1.142857,7,353.532424
-0.809524,9,353.806071
1.119048,6,353.938057
-0.809524,9,354.213137
1.095238,5,354.347668
-0.809524,9,354.778078
-0.833333,8,355.012018
1.142857,7,355.222454
-0.833333,8,355.468897
1.142857,7,355.688709
-0.809524,9,355.968677
1.190476,9,356.206097
-0.857143,7,356.486721
-0.833333,8,356.769989
-0.857143,7,357.026163
1.166667,8,357.250972
1.166667,8,357.555883
-0.833333,8,357.780499
1.119048,6,357.963155
1.166667,8,358.18136
1.095238,5,358.306163
1.142857,7,358.538019
1.166667,8,358.743976
1.142857,7,358.956083
1.190476,9,359.239516
-0.809524,9,359.492237
1.119048,6,359.668564
-0.833333,8,359.890716
1.142857,7,360.098031
1.190476,9,360.331356
1.190476,9,360.632084
1.142857,7,360.812648
-0.857143,7,361.057105
-0.880952,6,361.244967
1.142857,7,361.481797
1.095238,5,361.615114
-0.809524,9,361.942235
1.142857,7,362.110597
1.214286,10,362.408534
1.190476,9,362.632074
1.142857,7,362.853453
1.214286,10,363.118601
-0.785714,10,363.422813
1.214286,10,363.723095
1.190476,9,363.983937
-0.857143,7,364.192283
1.095238,5,364.311312
-0.809524,9,364.616294
1.119048,6,364.77182
1.142857,7,364.995265
1.142857,7,365.194121
-0.761905,11,365.559737
-0.809524,9,365.855709
-0.928571,4,365.970804
-0.809524,9,366.266335
1.119048,6,366.4228
-0.857143,7,366.676024
-0.785714,10,366.980931
-0.761905,11,367.34002
-0.809524,9,367.641047
1.142857,7,367.831911
1.166667,8,368.091983
-0.785714,10,368.393264
1.142857,7,368.598603
-0.833333,8,368.815523
-0.809524,9,369.109542
-0.857143,7,369.34716
-0.833333,8,369.589119
1.166667,8,369.830784
1.166667,8,370.033809
-0.785714,10,370.355543
-0.785714,10,370.680503
-0.785714,10,371.001484
-0.785714,10,371.323642
1.166667,8,371.608094
1.119048,6,371.773092
1.119048,6,371.921355
1.166667,8,372.151504
-0.857143,7,372.358247
1.190476,9,372.627859
-0.833333,8,372.881222
1.142857,7,373.076385
-0.880952,6,373.356263
1.190476,9,373.586467
-0.857143,7,373.823004
1.142857,7,373.990139
-0.833333,8,374.253682
-0.833333,8,374.485393
-0.809524,9,374.763179
1.190476,9,374.999546
-0.833333,8,375.23375
1.214286,10,375.599891
1.166667,8,375.861609
1.166667,8,378.775341
1.142857,7,379.016469
1.190476,9,379.320413
-0.809524,9,379.689399
1.071429,4,379.816576
-0.785714,10,380.224707
-0.857143,7,380.468539
-0.857143,7,380.746865
1.142857,7,380.964676
1.142857,7,381.20638
1.142857,7,381.390735
-0.904762,5,381.579302
-0.833333,8,381.873969
-0.857143,7,382.150128
1.190476,9,382.424288
-0.880952,6,382.661251
1.119048,6,382.826818
-0.809524,9,383.147591
-0.809524,9,383.437824
-0.857143,7,383.68173
1.142857,7,383.869369
1.071429,4,383.970655
1.214286,10,384.276099
-0.809524,9,384.580107
1.142857,7,384.754267
1.166667,8,384.997809
-0.833333,8,385.25342
-0.809524,9,385.656026
1.071429,4,385.756337
1.142857,7,385.983749
1.119048,6,386.131193
1.166667,8,386.391845
-0.857143,7,386.624257
-0.809524,9,386.928518
1.190476,9,387.191182
1.119048,6,387.406833
-0.833333,8,387.664794
-0.857143,7,387.90615
1.142857,7,388.102366
1.142857,7,388.337774
-0.880952,6,388.527943
-0.833333,8,388.786062
-0.809524,9,389.028591
-0.857143,7,389.278541
-0.857143,7,389.487435
1.142857,7,389.707841
-0.904762,5,389.864166
-0.857143,7,390.126923
-0.857143,7,390.35052
1.142857,7,390.524132
1.214286,10,390.820405
-0.809524,9,391.116918
1.095238,5,391.238292
1.142857,7,391.461982
-0.785714,10,391.796226
-0.857143,7,392.043421
1.119048,6,392.195144
1.142857,7,392.409373
1.071429,4,392.500797
1.071429,4,392.589233
1.190476,9,392.856122
1.095238,5,392.983529
1.119048,6,393.135099
1.214286,10,393.489432
1.095238,5,393.617294
1.142857,7,393.840546
1.142857,7,394.036063
1.119048,6,394.2002
1.238095,11,394.555616
1.214286,10,394.898886
1.119048,6,395.047294
1.190476,9,395.311959
1.119048,6,395.459969
1.166667,8,395.71507
-0.857143,7,395.948886
1.119048,6,396.137028
1.214286,10,396.409031
-0.809524,9,396.726537
-0.833333,8,396.977201
1.166667,8,397.255599
1.119048,6,397.450948
-0.857143,7,397.72826
1.166667,8,397.980667
-0.904762,5,398.178114
1.119048,6,398.331686
1.095238,5,398.492133
1.142857,7,398.754359
-0.904762,5,398.94712
-0.857143,7,399.256365
1.142857,7,399.496788
1.166667,8,399.808065
-0.833333,8,400.089224
1.166667,8,400.411375
-0.809524,9,400.774416
1.095238,5,400.939359
1.190476,9,401.232573
-0.857143,7,401.481274
1.119048,6,401.66527
-0.809524,9,401.983238
1.166667,8,402.21101
1.190476,9,402.473149
-0.785714,10,402.784092
1.142857,7,402.961299
1.190476,9,403.226441
-0.857143,7,403.431895
-0.761905,11,403.7805
-0.880952,6,403.942393
1.071429,4,404.063956
1.190476,9,404.288711
-0.809524,9,404.575948
1.142857,7,404.745951
1.119048,6,404.916146
-0.785714,10,405.17252
1.142857,7,405.377747
1.214286,10,405.607766
1.166667,8,405.836071
1.166667,8,406.019495
-0.833333,8,406.274943
1.166667,8,406.516752
-0.833333,8,406.753096
1.119048,6,406.939707
-0.833333,8,407.146309
-0.809524,9,407.442342
1.119048,6,407.584582
1.190476,9,407.826379
1.119048,6,407.964073
1.166667,8,408.196446
1.190476,9,408.433424
-0.880952,6,408.658343
-0.904762,5,408.807748
1.166667,8,409.007331
1.142857,7,409.215075
-0.880952,6,409.403015
-0.857143,7,409.639277
1.166667,8,409.825023
1.166667,8,410.045614
-0.857143,7,410.264179
1.142857,7,410.435765
-0.785714,10,410.714454
1.119048,6,410.898149
1.119048,6,411.04178
1.095238,5,411.192358
-0.809524,9,411.449256
-0.904762,5,411.615754
-0.738095,12,411.95331
1.119048,6,412.138476
-0.904762,5,412.283764
1.095238,5,412.441861
1.166667,8,412.648421
-0.809524,9,412.950107
1.166667,8,413.180016
-0.785714,10,413.508943
1.166667,8,413.752964
1.190476,9,413.988387
1.119048,6,414.155774
-0.809524,9,414.396858
-0.833333,8,414.670268
1.166667,8,414.879359
1.095238,5,415.002241
-0.928571,4,415.155304
1.166667,8,415.340321
-0.833333,8,415.58313
-0.904762,5,415.731069
1.142857,7,415.947207
1.095238,5,416.074511
1.095238,5,416.194288
1.119048,6,416.38955
1.142857,7,416.563852
-0.857143,7,416.806099
1.190476,9,417.055665
1.166667,8,417.28864
1.119048,6,417.436346
1.119048,6,417.641641
1.238095,11,417.933326
1.166667,8,418.179436
1.142857,7,418.360502
1.095238,5,418.489477
1.119048,6,418.675072
-0.809524,9,418.932837
-0.785714,10,419.253114
-0.761905,11,419.60555
1.142857,7,419.795508
1.119048,6,419.982825
-0.904762,5,420.126531
-0.904762,5,420.311533
1.095238,5,420.43408
1.166667,8,420.633369
-0.833333,8,420.89574
1.166667,8,421.101506
1.166667,8,421.355101
-0.761905,11,421.711287
-0.833333,8,421.957127
1.119048,6,422.175365
1.166667,8,422.413363
1.095238,5,422.569365
1.119048,6,422.769623
-0.833333,8,423.003962
-0.857143,7,423.285016
1.166667,8,423.490946
-0.809524,9,423.792458
-0.904762,5,423.976328
1.095238,5,424.10306
-0.880952,6,424.29108
1.119048,6,424.484002
1.142857,7,424.655036
-0.904762,5,424.800475
-0.761905,11,425.145773
-0.785714,10,425.482757
1.214286,10,425.757887
1.214286,10,426.049596
-0.857143,7,426.290303
1.166667,8,426.498951
1.119048,6,426.682392
1.095238,5,426.802876
1.190476,9,427.034164
-0.857143,7,427.276817
1.119048,6,427.424464
1.190476,9,427.698452
1.166667,8,427.907843
-0.809524,9,428.189785
1.142857,7,428.392102
1.166667,8,428.629772
1.214286,10,428.940681
1.166667,8,429.159761
1.142857,7,429.386581
-0.761905,11,429.729081
-0.785714,10,430.071498
-0.904762,5,430.266973
1.142857,7,430.455801
-0.809524,9,430.766232
1.166667,8,430.982602
1.142857,7,431.205066
1.166667,8,431.421972
1.142857,7,431.606773
1.166667,8,431.850348
1.119048,6,431.992708
-0.809524,9,432.272796
1.119048,6,432.422167
1.166667,8,432.66471
1.166667,8,432.864089
1.119048,6,433.055874
1.119048,6,433.212849
1.095238,5,433.346057
-0.857143,7,433.591154
1.142857,7,433.772732
1.166667,8,434.016459
-0.904762,5,434.171246
1.119048,6,434.383635
1.119048,6,434.538647
1.166667,8,434.8072
1.190476,9,435.067136
-0.857143,7,435.325244
1.166667,8,435.534425
1.142857,7,435.707055
1.095238,5,435.855852
-0.857143,7,436.056221
1.166667,8,436.293997
-0.833333,8,436.514358
-0.809524,9,436.79839
1.119048,6,436.948575
-0.785714,10,437.262481
1.142857,7,437.47571
1.166667,8,437.670481
1.190476,9,437.941275
1.142857,7,438.116961
1.119048,6,438.268889
1.142857,7,438.490915
-0.785714,10,438.862089
1.119048,6,439.025438
-0.809524,9,439.342729
1.261905,12,439.69836
1.142857,7,439.927385
1.142857,7,440.122425
-0.833333,8,440.40689
1.142857,7,440.603013
1.142857,7,440.831433
1.166667,8,441.055499
-0.809524,9,443.785557
1.214286,10,444.303066
-0.785714,10,444.680372
1.095238,5,444.84958
-0.785714,10,445.190336
1.142857,7,445.444198
-0.809524,9,445.744115
1.142857,7,445.97222
1.166667,8,446.201801
-0.857143,7,446.468273
1.095238,5,446.589142
-0.904762,5,446.779688
-0.857143,7,447.01143
-0.857143,7,447.287999
1.142857,7,447.501273
1.142857,7,447.744948
1.142857,7,447.945724
-0.904762,5,448.142951
1.142857,7,448.380068
1.190476,9,448.612992
1.142857,7,448.836392
1.142857,7,449.039158
1.166667,8,449.30073
1.119048,6,449.456182
1.095238,5,449.597924
1.142857,7,449.845747
-0.809524,9,450.146645
1.095238,5,450.33036
-0.761905,11,450.688973
-0.809524,9,451.019923
1.166667,8,451.237133
1.142857,7,451.462288
1.190476,9,451.707695
1.119048,6,451.912075
1.142857,7,452.097946
1.166667,8,452.351362
1.166667,8,452.566068
1.071429,4,452.701159
1.166667,8,452.90752
-0.904762,5,453.049126
1.142857,7,453.274823
-0.880952,6,453.469139
1.142857,7,453.68338
1.095238,5,453.801216
-0.857143,7,454.057722
1.071429,4,454.156124
1.071429,4,454.250729
1.166667,8,454.512388
1.119048,6,454.653131
1.166667,8,454.849862
1.190476,9,455.12889
1.071429,4,455.231446
1.095238,5,455.367205
1.095238,5,455.556424
1.190476,9,455.811481
1.071429,4,455.944063
1.166667,8,456.170597
1.119048,6,456.322701
-0.833333,8,456.590673
-0.809524,9,456.889161
1.095238,5,457.010191
-0.809524,9,457.313813
-0.880952,6,457.496187
1.119048,6,457.66173
1.166667,8,457.92066
1.119048,6,458.072721
1.119048,6,458.255919
-0.809524,9,458.514177
-0.833333,8,458.802463
1.142857,7,458.981032
-0.857143,7,459.222285
1.142857,7,459.397553
1.166667,8,459.642707
1.142857,7,459.819583
1.166667,8,460.062928
1.119048,6,460.212843
1.119048,6,460.361639
1.119048,6,460.549762
-0.833333,8,460.82052
1.190476,9,461.160868
1.119048,6,461.299121
1.095238,5,461.438328
1.190476,9,461.790031
1.119048,6,461.993659
1.142857,7,462.240347
1.190476,9,462.525517
1.142857,7,462.780468
1.142857,7,463.003941
1.214286,10,463.378959
1.119048,6,463.562202
1.142857,7,463.817622
-0.857143,7,464.046221
-0.857143,7,464.300601
1.214286,10,464.603853
-0.833333,8,464.875401
-0.833333,8,465.138689
1.142857,7,465.37171
1.190476,9,465.634464
-0.857143,7,465.877856
1.095238,5,465.994316
1.142857,7,466.204943
1.142857,7,466.383401
1.119048,6,466.535173
1.119048,6,466.732693
1.071429,4,466.828793
1.119048,6,466.975167
1.142857,7,467.197741
1.142857,7,467.384063
1.119048,6,467.539379
1.190476,9,467.817466
1.119048,6,467.97192
1.095238,5,468.09942
1.071429,4,468.229313
1.119048,6,468.376176
-0.785714,10,468.702173
1.071429,4,468.797734
1.119048,6,468.948943
1.142857,7,469.16559
1.119048,6,469.32468
1.119048,6,469.526249
1.190476,9,469.771799
-0.833333,8,470.039828
1.095238,5,470.159247
-0.809524,9,470.44347
1.142857,7,470.628925
1.166667,8,470.882028
1.190476,9,471.166779
-0.833333,8,471.437737
1.166667,8,471.648449
1.095238,5,471.761711
1.166667,8,472.006197
-0.809524,9,472.300092
1.190476,9,472.533647
1.095238,5,472.691191
1.142857,7,472.872906
1.166667,8,473.083963
-0.809524,9,473.39921
1.142857,7,473.5678
1.095238,5,473.717292
1.214286,10,473.995862
1.095238,5,474.166775
1.166667,8,474.41488
1.119048,6,474.572014
1.142857,7,474.807385
1.119048,6,474.952941
1.095238,5,475.108491
1.119048,6,475.257796
1.142857,7,475.438809
1.142857,7,475.67536
-0.857143,7,475.89695
1.142857,7,476.131748
1.095238,5,476.286651
-0.880952,6,476.515678
1.119048,6,476.664214
1.119048,6,476.814406
1.119048,6,477.000885
1.119048,6,477.200829
1.119048,6,477.35994
1.119048,6,477.579859
1.119048,6,477.72383
1.190476,9,477.992494
-0.904762,5,478.133168
-0.785714,10,478.455035
1.142857,7,478.63042
1.190476,9,478.89943
-0.809524,9,479.162354
-0.857143,7,479.422319
1.095238,5,479.546576
1.166667,8,479.80405
1.214286,10,480.072035
1.166667,8,480.31753
1.071429,4,480.409213
-0.904762,5,480.556769
1.119048,6,480.743489
1.166667,8,480.957275
-0.904762,5,481.102495
1.095238,5,481.258958
-0.904762,5,481.406813
1.166667,8,481.652984
1.119048,6,481.801202
1.119048,6,481.955777
1.142857,7,482.179466
1.142857,7,482.360042
1.071429,4,482.455388
1.142857,7,482.666101
-0.833333,8,482.893988
1.166667,8,483.157601
1.095238,5,483.288872
1.166667,8,483.549508
1.142857,7,483.749994
1.071429,4,483.847991
1.142857,7,484.06178
1.119048,6,484.201568
1.142857,7,484.372685
-0.857143,7,484.644497
-0.880952,6,484.860823
1.071429,4,485.018108
-0.857143,7,485.269531
1.119048,6,485.522187
1.190476,9,485.762946
1.095238,5,485.883112
1.142857,7,486.098256
1.190476,9,486.350817
1.095238,5,486.508316
1.095238,5,486.625799
1.142857,7,486.797972
1.119048,6,486.97383
1.166667,8,487.2023
-0.904762,5,487.419365
-0.833333,8,487.669548
-0.857143,7,487.908489
1.214286,10,488.186656
1.095238,5,488.311615
1.190476,9,488.59641
1.095238,5,488.723282
1.095238,5,488.896101
-0.904762,5,489.053925
-0.833333,8,489.390217
1.119048,6,489.557459
1.190476,9,489.843811
1.119048,6,490.002996
1.071429,4,490.09797
-0.809524,9,490.395251
1.142857,7,490.561733
1.119048,6,490.708418
1.119048,6,490.891826
1.119048,6,491.046796
1.119048,6,491.238487
1.166667,8,491.436098
1.142857,7,491.640874
1.214286,10,491.908736
1.071429,4,492.002565
1.095238,5,492.160442
1.166667,8,492.356126
1.142857,7,492.584886
1.166667,8,492.807485
1.095238,5,492.921526
1.119048,6,493.105523
1.119048,6,493.25925
1.142857,7,493.481869
1.119048,6,493.639075
1.166667,8,493.89398
1.190476,9,494.1408
1.190476,9,494.411431
-0.809524,9,494.688678
1.190476,9,494.970778
1.142857,7,495.158267
1.190476,9,495.460278
1.119048,6,495.614562
1.142857,7,495.844734
-0.904762,5,495.998689
1.071429,4,496.092018
-0.857143,7,496.320032
1.095238,5,496.448989
-0.785714,10,496.779902
1.119048,6,496.931075
-0.833333,8,497.191636
1.166667,8,497.397069
-0.857143,7,497.631006
1.142857,7,497.855557
1.119048,6,498.016914
1.142857,7,498.261833
1.119048,6,498.424479
1.190476,9,498.720736
1.095238,5,498.838335
1.071429,4,498.92199
-0.809524,9,499.200595
1.119048,6,499.337035
1.142857,7,499.54886
1.142857,7,499.715281
1.071429,4,499.803716
1.142857,7,500.008003
1.190476,9,500.22596
1.095238,5,500.333614
-0.833333,8,500.590616
1.142857,7,500.761239
1.095238,5,500.912501
1.214286,10,501.159749
1.214286,10,501.461687
-0.904762,5,501.604527
1.190476,9,501.875446
1.095238,5,501.993275
-0.904762,5,502.17477
1.095238,5,502.293918
1.142857,7,502.463695
1.071429,4,502.548027
1.142857,7,502.757633
-0.857143,7,502.958347
1.166667,8,503.199348
1.142857,7,503.376322
1.119048,6,503.523309
-0.833333,8,503.793602
-0.880952,6,503.963979
1.142857,7,504.178552
1.166667,8,504.387365
-0.809524,9,504.685476
1.166667,8,504.933456
-0.809524,9,505.19083
1.119048,6,507.65783
1.095238,5,507.785752
1.071429,4,507.874351
1.190476,9,508.143126
1.095238,5,508.26398
1.119048,6,508.410293
1.166667,8,508.649529
1.119048,6,508.809173
1.166667,8,509.067187
1.095238,5,509.197441
1.142857,7,509.405834
1.142857,7,509.630462
1.166667,8,509.841987
1.166667,8,510.090456
1.142857,7,510.271666
1.190476,9,510.542805
-0.857143,7,510.733387
1.142857,7,510.907297
1.095238,5,511.06471
1.095238,5,511.188614
1.190476,9,511.473666
1.190476,9,511.693223
1.142857,7,511.901928
1.166667,8,512.094053
1.142857,7,512.301837
-0.833333,8,512.525636
1.166667,8,512.772827
1.071429,4,512.873211
1.190476,9,513.117898
1.095238,5,513.276493
1.119048,6,513.424478
1.095238,5,513.544321
1.142857,7,513.758035
-0.857143,7,513.959313
1.119048,6,514.10499
1.119048,6,514.291088
1.119048,6,514.441913
1.071429,4,514.5319
1.119048,6,514.719674
1.119048,6,514.874239
1.119048,6,515.064224
-0.880952,6,515.239774
1.071429,4,515.332221
1.190476,9,515.605354
1.119048,6,515.76388
1.142857,7,515.955377
1.071429,4,516.092231
1.142857,7,516.27679
1.095238,5,516.404096
1.190476,9,516.681756
1.142857,7,516.895921
1.190476,9,517.129106
1.095238,5,517.249408
1.142857,7,517.475883
1.190476,9,517.726798
1.119048,6,517.901048
1.095238,5,518.020535
1.095238,5,518.140282
1.119048,6,518.324167
1.142857,7,518.505252
-0.857143,7,518.709834
1.095238,5,518.85978
1.095238,5,518.970462
1.119048,6,519.110355
1.071429,4,519.23396
1.119048,6,519.375262
1.119048,6,519.527317
1.166667,8,519.762008
1.095238,5,519.880708
1.119048,6,520.079943
1.119048,6,520.239765
1.119048,6,520.39826
1.071429,4,520.53418
1.190476,9,520.773103
1.119048,6,520.963413
1.095238,5,521.085223
1.119048,6,521.237252
-0.857143,7,521.47398
1.071429,4,521.564335
-0.904762,5,521.700431
1.119048,6,521.884274
1.095238,5,522.007985
1.095238,5,522.135348
1.119048,6,522.325963
1.166667,8,522.535095
1.119048,6,522.691553
1.119048,6,522.880195
1.119048,6,523.028689
1.119048,6,523.174569
1.142857,7,523.388466
1.095238,5,523.508688
1.119048,6,523.655107
1.166667,8,523.899001
1.071429,4,523.991482
1.071429,4,524.085062
-0.857143,7,524.335157
1.071429,4,524.438939
1.142857,7,524.668944
1.119048,6,524.83158
1.071429,4,524.930178
1.119048,6,525.090934
1.095238,5,525.257309
1.142857,7,525.449052
1.142857,7,525.674924
1.166667,8,525.894837
1.071429,4,525.992959
1.095238,5,526.158533
1.095238,5,526.277841
1.166667,8,526.516886
1.119048,6,526.656137
1.071429,4,526.746786
1.166667,8,526.987707
1.142857,7,527.164766
1.095238,5,527.282655
1.119048,6,527.467947
-0.857143,7,527.661767
-0.857143,7,527.889687
1.142857,7,528.072154
1.095238,5,528.188338
1.119048,6,528.366741
1.166667,8,528.565884
1.142857,7,528.780406
1.142857,7,528.960713
1.166667,8,529.166676
1.119048,6,529.356185
1.166667,8,529.564611
1.095238,5,529.721615
1.095238,5,529.83904
-0.857143,7,530.036616
1.166667,8,530.276652
1.095238,5,530.39358
1.071429,4,530.484307
1.071429,4,530.613107
1.142857,7,530.788724
1.166667,8,530.992281
1.119048,6,531.17744
1.071429,4,531.269667
1.119048,6,531.416005
1.119048,6,531.611771
1.119048,6,531.766207
1.095238,5,531.882612
1.142857,7,532.095219
1.095238,5,532.219121
1.119048,6,532.372337
1.119048,6,532.560945
-0.904762,5,532.702897
1.190476,9,532.983215
1.095238,5,533.109257
1.119048,6,533.267882
