#{"t_start": 1617611168.7877684, "env_id": null}
r,l,t
1.119048,6,533.467124
1.119048,6,533.616182
1.119048,6,533.799819
1.071429,4,533.891928
1.119048,6,534.038515
1.071429,4,534.123338
1.119048,6,534.311395
1.119048,6,534.464359
1.119048,6,534.641519
1.095238,5,534.753184
1.095238,5,534.863561
1.142857,7,535.067219
1.190476,9,535.296817
-0.904762,5,535.486969
1.190476,9,535.734162
1.142857,7,535.958248
1.095238,5,536.08147
1.095238,5,536.205536
1.119048,6,536.355157
1.095238,5,536.511592
1.119048,6,536.657893
-0.857143,7,536.857757
1.119048,6,537.040796
1.142857,7,537.210319
1.119048,6,537.384516
1.095238,5,537.54003
1.166667,8,537.761486
1.071429,4,537.898019
1.190476,9,538.137228
1.119048,6,538.328734
-0.880952,6,538.508775
1.142857,7,538.687532
1.119048,6,538.88934
1.142857,7,539.085006
1.142857,7,539.309828
1.095238,5,539.431448
1.214286,10,539.737302
1.142857,7,539.916119
1.166667,8,540.159523
1.095238,5,540.278996
1.119048,6,540.423473
-0.833333,8,540.688008
1.095238,5,540.800726
1.095238,5,540.922245
1.142857,7,541.148479
1.095238,5,541.274624
1.095238,5,541.401973
1.119048,6,541.59098
1.142857,7,541.772561
1.095238,5,541.897924
1.119048,6,542.088969
1.071429,4,542.19094
1.095238,5,542.322267
-0.809524,9,542.637165
1.095238,5,542.750818
1.095238,5,542.865387
1.119048,6,543.050133
1.142857,7,543.232481
1.142857,7,543.433864
1.071429,4,543.567344
1.095238,5,543.683237
1.071429,4,543.767145
1.190476,9,544.023561
1.166667,8,544.22924
-0.857143,7,544.472803
1.071429,4,544.565731
1.119048,6,544.713638
1.071429,4,544.841884
1.095238,5,544.959478
-0.904762,5,545.106447
1.142857,7,545.326672
1.142857,7,545.511766
1.166667,8,545.756685
1.142857,7,545.929111
1.119048,6,546.082055
1.119048,6,546.271641
1.142857,7,546.459583
1.119048,6,546.619146
1.166667,8,546.885838
1.190476,9,547.136396
1.119048,6,547.325944
1.071429,4,547.417344
-0.857143,7,547.617586
1.071429,4,547.755504
-0.904762,5,547.910284
1.071429,4,548.008653
1.095238,5,548.1691
1.142857,7,548.335397
1.166667,8,548.52742
1.190476,9,548.807155
1.142857,7,548.983277
1.095238,5,549.135453
1.071429,4,549.225147
1.071429,4,549.315074
1.119048,6,549.471892
1.095238,5,549.635015
1.142857,7,549.809631
1.142857,7,549.976954
1.119048,6,550.155015
1.142857,7,550.322542
1.095238,5,550.443614
1.142857,7,550.665023
-0.880952,6,550.846203
1.095238,5,550.96547
1.119048,6,551.155007
1.166667,8,551.356148
1.095238,5,551.511203
1.166667,8,551.712889
1.142857,7,551.924681
-0.809524,9,552.183941
1.119048,6,552.386067
1.119048,6,552.528465
1.142857,7,552.716251
1.071429,4,552.858004
1.071429,4,552.960721
1.142857,7,553.160685
-0.809524,9,553.459042
1.142857,7,553.635861
1.095238,5,553.790901
-0.857143,7,553.978189
1.095238,5,554.088724
1.095238,5,554.211837
1.095238,5,554.379759
1.166667,8,554.605363
1.142857,7,554.831441
1.119048,6,554.982926
-0.904762,5,555.131119
-0.857143,7,555.377299
1.166667,8,555.58543
-0.833333,8,555.853501
1.095238,5,555.96965
1.095238,5,556.095593
1.166667,8,556.345356
1.071429,4,556.442101
1.119048,6,556.629292
1.119048,6,556.774925
1.071429,4,556.862118
1.095238,5,557.013897
1.142857,7,557.195649
-0.857143,7,557.414316
1.119048,6,557.605882
1.142857,7,557.78225
1.142857,7,557.993089
1.119048,6,558.140108
1.071429,4,558.230972
1.071429,4,558.329625
-0.880952,6,558.539488
1.142857,7,558.714715
1.142857,7,558.936443
-0.833333,8,559.176835
1.095238,5,559.297916
1.142857,7,559.525754
1.119048,6,559.674929
1.119048,6,559.824564
1.095238,5,559.990052
1.119048,6,560.150259
1.119048,6,560.312709
1.119048,6,560.509801
1.095238,5,560.643858
1.142857,7,560.843692
1.142857,7,561.081779
1.119048,6,561.250779
1.142857,7,561.484144
1.119048,6,561.645137
-0.857143,7,561.889972
1.119048,6,562.049491
-0.857143,7,562.26528
1.071429,4,562.391779
1.119048,6,562.546561
1.071429,4,562.632418
1.071429,4,562.718426
1.142857,7,562.919468
-0.904762,5,563.055762
1.095238,5,563.176537
1.166667,8,563.425414
1.071429,4,563.5279
1.190476,9,563.829162
1.095238,5,563.97209
1.214286,10,564.294781
1.071429,4,564.381949
1.095238,5,564.502538
1.142857,7,564.773029
1.166667,8,567.418993
1.071429,4,567.517156
1.095238,5,567.640931
1.095238,5,567.806163
-0.833333,8,568.047549
1.095238,5,568.250047
1.095238,5,568.387943
1.095238,5,568.51189
1.071429,4,568.602045
1.119048,6,568.781126
1.071429,4,568.906791
1.142857,7,569.088774
1.095238,5,569.263301
1.166667,8,569.545579
1.190476,9,569.840962
1.142857,7,570.034943
1.142857,7,570.275223
1.119048,6,570.43133
-0.904762,5,570.595414
1.190476,9,570.844068
1.142857,7,571.030918
1.095238,5,571.205913
1.071429,4,571.297886
1.142857,7,571.476461
1.119048,6,571.660469
1.095238,5,571.780664
1.142857,7,571.971651
1.071429,4,572.076311
1.095238,5,572.249298
1.071429,4,572.359173
1.095238,5,572.487274
1.095238,5,572.652107
1.071429,4,572.744501
1.095238,5,572.861853
1.166667,8,573.092922
1.119048,6,573.252373
1.095238,5,573.372483
1.071429,4,573.501797
1.095238,5,573.618065
1.142857,7,573.788373
1.166667,8,574.024421
1.119048,6,574.172648
1.071429,4,574.264475
1.071429,4,574.393622
1.190476,9,574.633409
1.166667,8,574.878052
1.142857,7,575.058654
1.095238,5,575.180018
1.119048,6,575.329123
1.142857,7,575.541163
1.119048,6,575.683893
1.142857,7,575.890359
1.095238,5,576.006032
1.119048,6,576.138415
1.095238,5,576.282545
1.095238,5,576.3905
1.095238,5,576.500122
1.119048,6,576.674656
1.166667,8,576.863525
1.071429,4,576.943985
1.095238,5,577.092149
1.142857,7,577.251415
1.119048,6,577.383421
1.142857,7,577.591248
1.166667,8,577.775772
1.095238,5,577.887294
1.166667,8,578.115289
1.119048,6,578.266302
1.119048,6,578.443936
1.142857,7,578.598323
1.095238,5,578.709531
1.142857,7,578.952998
1.119048,6,579.131507
1.095238,5,579.267071
1.095238,5,579.456722
1.095238,5,579.578812
1.119048,6,579.710022
1.095238,5,579.840874
1.119048,6,580.015564
1.142857,7,580.17956
1.119048,6,580.316028
1.095238,5,580.473019
1.095238,5,580.591063
1.166667,8,580.824829
1.071429,4,580.912692
1.095238,5,581.026879
1.119048,6,581.16912
1.095238,5,581.32007
1.142857,7,581.493351
1.142857,7,581.703944
-0.880952,6,581.897261
1.095238,5,582.016855
1.119048,6,582.205312
1.119048,6,582.394993
1.071429,4,582.499619
1.119048,6,582.737869
1.095238,5,582.890627
1.142857,7,583.123488
1.095238,5,583.245335
1.166667,8,583.494311
1.166667,8,583.711374
1.071429,4,583.84739
1.119048,6,584.047391
1.166667,8,584.263291
1.071429,4,584.387131
1.142857,7,584.557818
1.119048,6,584.705252
1.119048,6,584.892039
1.119048,6,585.045027
1.142857,7,585.268764
1.119048,6,585.426741
1.095238,5,585.555701
1.071429,4,585.65099
1.142857,7,585.881788
1.166667,8,586.105094
1.071429,4,586.225358
1.071429,4,586.310606
1.071429,4,586.396931
1.095238,5,586.512347
1.095238,5,586.659944
1.119048,6,586.798986
1.071429,4,586.886085
1.095238,5,586.999395
1.142857,7,587.202714
1.214286,10,587.455709
1.095238,5,587.606035
1.071429,4,587.701489
1.142857,7,587.886632
1.071429,4,587.981485
1.071429,4,588.113442
1.071429,4,588.209087
1.071429,4,588.305372
1.095238,5,588.467642
1.142857,7,588.652132
-0.904762,5,588.795977
1.119048,6,588.972793
-0.857143,7,589.167182
1.142857,7,589.334444
1.095238,5,589.493266
1.142857,7,589.663586
1.119048,6,589.840585
1.071429,4,589.927733
-0.880952,6,590.090008
1.095238,5,590.248261
1.119048,6,590.397691
1.166667,8,590.61765
1.119048,6,590.803239
1.119048,6,590.94568
1.142857,7,591.111231
1.142857,7,591.326501
1.119048,6,591.471177
1.119048,6,591.610849
1.095238,5,591.761926
1.142857,7,591.939003
-0.857143,7,592.1675
1.119048,6,592.308541
1.095238,5,592.421841
1.166667,8,592.658276
1.071429,4,592.747152
1.095238,5,592.861088
-0.833333,8,593.115229
1.119048,6,593.258118
1.095238,5,593.372032
1.071429,4,593.49806
1.071429,4,593.584457
1.095238,5,593.698109
1.071429,4,593.785033
1.071429,4,593.8724
1.166667,8,594.102543
1.095238,5,594.215812
1.166667,8,594.453866
1.071429,4,594.542764
1.071429,4,594.63761
1.095238,5,594.762176
1.095238,5,594.920801
1.119048,6,595.074694
1.119048,6,595.215811
1.119048,6,595.394442
-0.833333,8,595.616096
1.095238,5,595.732084
1.119048,6,595.91142
1.071429,4,595.998654
1.119048,6,596.139693
1.095238,5,596.291644
1.071429,4,596.383999
1.119048,6,596.541138
1.119048,6,596.718305
1.119048,6,596.852331
1.071429,4,596.939164
1.142857,7,597.146821
1.119048,6,597.292303
1.119048,6,597.454102
1.119048,6,597.651954
1.095238,5,597.766145
1.071429,4,597.848462
1.071429,4,597.932196
1.142857,7,598.152329
1.142857,7,598.340714
1.142857,7,598.572436
1.119048,6,598.716938
1.119048,6,598.862598
1.119048,6,599.031973
-0.904762,5,599.161104
1.119048,6,599.293022
1.095238,5,599.399112
-0.833333,8,599.648808
1.119048,6,599.782349
1.095238,5,599.926946
1.261905,12,600.210319
1.119048,6,600.382841
1.142857,7,600.542954
1.119048,6,600.712862
1.119048,6,600.843066
1.071429,4,600.925174
1.119048,6,601.097847
1.142857,7,601.25646
1.119048,6,601.393181
1.095238,5,601.544341
1.119048,6,601.681806
1.142857,7,601.846447
1.071429,4,601.966642
-0.761905,11,602.270557
-0.857143,7,602.515832
1.095238,5,602.640666
1.071429,4,602.729801
1.119048,6,602.860376
1.142857,7,603.057103
1.142857,7,603.223355
-0.904762,5,603.402051
1.119048,6,603.552446
1.119048,6,603.693267
1.095238,5,603.844404
1.095238,5,603.957513
1.119048,6,604.098578
1.119048,6,604.279073
-0.904762,5,604.424965
1.119048,6,604.579098
1.119048,6,604.759705
1.095238,5,604.873495
1.071429,4,604.960027
1.119048,6,605.139344
1.071429,4,605.226215
1.071429,4,605.311097
1.119048,6,605.453343
1.142857,7,605.659202
1.119048,6,605.800622
-0.809524,9,606.086541
1.190476,9,606.309712
1.142857,7,606.517017
-0.904762,5,606.656455
1.095238,5,606.76703
1.119048,6,606.93853
1.119048,6,607.066348
1.119048,6,607.195961
-0.904762,5,607.322394
1.142857,7,607.525162
1.095238,5,607.629725
1.095238,5,607.733546
1.071429,4,607.851783
1.119048,6,607.98122
1.095238,5,608.087338
1.095238,5,608.232649
1.142857,7,608.388571
1.119048,6,608.524902
1.142857,7,608.718263
1.166667,8,608.898805
1.095238,5,609.047152
1.071429,4,609.133717
1.142857,7,609.301631
1.190476,9,609.567294
-0.904762,5,609.701577
1.142857,7,609.871988
1.071429,4,609.993658
1.142857,7,610.16203
1.119048,6,610.30233
1.071429,4,610.388965
1.071429,4,610.516538
1.119048,6,610.655475
1.166667,8,610.888581
1.095238,5,611.009404
1.119048,6,611.159187
1.142857,7,611.372395
1.119048,6,611.528107
1.119048,6,611.668009
1.142857,7,611.872845
1.142857,7,612.04234
1.119048,6,612.182507
1.095238,5,612.337792
1.142857,7,612.510345
1.095238,5,612.622854
1.095238,5,612.774045
1.071429,4,612.867312
1.119048,6,613.010396
1.119048,6,613.154208
1.071429,4,613.286127
1.071429,4,613.373958
1.119048,6,613.521983
1.095238,5,613.643174
1.166667,8,613.891508
1.095238,5,614.018677
1.095238,5,614.154809
1.071429,4,614.29637
1.142857,7,614.483971
1.142857,7,614.6608
1.119048,6,614.846479
1.119048,6,614.989073
1.142857,7,615.168186
1.071429,4,615.293317
1.095238,5,615.407313
1.095238,5,615.542001
1.119048,6,615.806034
1.095238,5,615.978252
1.095238,5,616.115852
1.095238,5,616.237811
1.166667,8,616.485656
1.119048,6,616.632379
1.119048,6,616.825398
1.166667,8,617.035391
1.119048,6,617.186641
1.142857,7,617.410272
1.119048,6,617.597072
1.166667,8,617.847527
1.071429,4,617.964509
1.142857,7,618.18208
1.071429,4,618.289335
1.119048,6,618.526572
1.142857,7,618.740748
1.119048,6,618.922678
1.119048,6,619.077819
1.071429,4,619.172555
1.071429,4,619.26402
1.166667,8,619.560987
1.095238,5,619.700522
1.095238,5,619.808509
1.071429,4,619.943188
1.142857,7,620.131329
1.071429,4,620.228089
1.095238,5,620.352161
1.095238,5,620.509041
1.119048,6,620.653419
1.119048,6,620.794191
1.071429,4,620.914239
1.071429,4,620.996513
-0.809524,9,621.233475
1.095238,5,621.389134
1.095238,5,621.513696
1.095238,5,621.633976
1.142857,7,621.808547
1.119048,6,621.989438
1.095238,5,622.107497
1.095238,5,622.231184
-0.880952,6,622.443247
1.095238,5,622.556649
1.142857,7,625.43342
1.095238,5,625.622806
1.071429,4,625.733668
1.119048,6,625.933085
1.071429,4,626.085581
-0.857143,7,626.345574
1.119048,6,626.561357
1.071429,4,626.71311
1.095238,5,626.874249
1.119048,6,627.042738
1.095238,5,627.192477
1.142857,7,627.537105
1.095238,5,627.714213
1.166667,8,627.991151
1.071429,4,628.109625
1.095238,5,628.257519
1.095238,5,628.389181
1.119048,6,628.606297
1.071429,4,628.715768
1.095238,5,628.850152
1.095238,5,629.011289
1.166667,8,629.229262
1.071429,4,629.325127
1.119048,6,629.53232
1.095238,5,629.650735
1.166667,8,629.850542
-0.833333,8,630.155904
1.119048,6,630.312198
1.166667,8,630.546868
1.071429,4,630.683428
1.071429,4,630.80851
1.095238,5,630.924865
1.095238,5,631.080568
1.095238,5,631.202939
1.095238,5,631.326537
1.095238,5,631.476699
1.095238,5,631.660895
1.071429,4,631.777047
1.119048,6,631.93672
-0.833333,8,632.259676
1.119048,6,632.415288
1.095238,5,632.541054
1.142857,7,632.764378
1.095238,5,632.896948
1.119048,6,633.057416
1.095238,5,633.222507
1.071429,4,633.31524
1.119048,6,633.471972
1.071429,4,633.559339
1.071429,4,633.688551
1.166667,8,633.888446
1.095238,5,634.001961
1.071429,4,634.130227
1.095238,5,634.279227
1.095238,5,634.40354
1.071429,4,634.495616
1.119048,6,634.694515
1.095238,5,634.814682
1.095238,5,634.928661
1.095238,5,635.078852
1.095238,5,635.19634
1.095238,5,635.322972
1.071429,4,635.420341
1.095238,5,635.584221
1.095238,5,635.711789
1.071429,4,635.804546
1.071429,4,635.893635
-0.833333,8,636.154729
1.095238,5,636.309371
1.095238,5,636.459519
1.095238,5,636.662752
1.119048,6,636.818982
1.071429,4,636.905959
1.095238,5,637.017721
1.071429,4,637.141051
1.071429,4,637.228901
1.095238,5,637.351008
1.142857,7,637.600339
1.119048,6,637.739576
1.071429,4,637.826841
1.071429,4,637.911667
1.071429,4,638.035406
1.071429,4,638.125251
1.071429,4,638.217317
1.071429,4,638.308706
1.119048,6,638.503221
1.071429,4,638.588926
1.119048,6,638.718082
1.142857,7,638.91328
1.142857,7,639.072295
1.095238,5,639.183039
1.071429,4,639.304095
1.071429,4,639.393191
1.095238,5,639.561653
1.071429,4,639.653906
1.095238,5,639.76731
1.142857,7,640.006655
1.142857,7,640.256082
1.095238,5,640.454429
1.071429,4,640.534609
1.119048,6,640.667165
1.071429,4,640.747693
1.095238,5,640.924786
1.095238,5,641.03758
1.095238,5,641.157461
1.166667,8,641.393606
1.119048,6,641.555052
1.095238,5,641.659005
1.095238,5,641.806889
1.119048,6,641.938517
1.119048,6,642.066308
1.095238,5,642.23949
1.095238,5,642.365874
1.142857,7,642.540907
1.071429,4,642.62612
1.071429,4,642.706861
1.071429,4,642.84434
1.071429,4,642.924197
1.166667,8,643.105894
1.071429,4,643.229604
1.119048,6,643.37027
1.166667,8,643.578934
-0.857143,7,643.811491
1.095238,5,643.930604
1.119048,6,644.122805
1.119048,6,644.268892
1.119048,6,644.414005
1.119048,6,644.59955
1.142857,7,644.774578
1.071429,4,644.864252
1.119048,6,645.047085
1.095238,5,645.164833
1.071429,4,645.256918
1.095238,5,645.388081
1.095238,5,645.554103
1.071429,4,645.641905
1.095238,5,645.761261
1.071429,4,645.861902
1.095238,5,646.030971
1.095238,5,646.161257
1.095238,5,646.265823
1.095238,5,646.374934
1.119048,6,646.551303
1.095238,5,646.66378
1.142857,7,646.820148
1.190476,9,647.07017
1.071429,4,647.163196
-0.857143,7,647.391309
1.119048,6,647.542278
1.142857,7,647.71321
1.071429,4,647.837846
1.071429,4,647.926109
1.071429,4,648.012662
1.142857,7,648.211359
1.095238,5,648.316559
1.095238,5,648.422317
1.095238,5,648.547883
1.071429,4,648.675217
1.095238,5,648.796949
1.142857,7,648.975086
1.095238,5,649.13277
1.095238,5,649.254442
1.142857,7,649.435379
1.119048,6,649.624063
1.095238,5,649.742463
-0.904762,5,649.880208
1.142857,7,650.137173
1.095238,5,650.257539
1.142857,7,650.424435
1.071429,4,650.555529
1.142857,7,650.725502
1.142857,7,650.893446
1.071429,4,651.018072
1.095238,5,651.14881
1.071429,4,651.25962
1.071429,4,651.358851
1.190476,9,651.631316
1.071429,4,651.718909
1.095238,5,651.835779
1.071429,4,651.96186
1.071429,4,652.049044
1.095238,5,652.163676
1.071429,4,652.251554
-0.904762,5,652.464756
1.095238,5,652.596917
1.095238,5,652.710394
1.071429,4,652.80064
1.071429,4,652.932795
1.142857,7,653.108151
1.071429,4,653.198165
1.095238,5,653.312371
1.071429,4,653.458492
1.071429,4,653.558467
1.142857,7,653.753084
1.095238,5,653.908361
1.071429,4,653.995675
1.071429,4,654.084384
1.071429,4,654.192042
1.119048,6,654.416503
1.119048,6,654.572726
1.095238,5,654.697684
1.095238,5,654.822269
1.095238,5,654.978552
1.095238,5,655.092455
1.095238,5,655.203665
1.095238,5,655.360135
1.095238,5,655.494005
1.071429,4,655.585654
1.119048,6,655.731933
1.119048,6,655.917675
1.119048,6,656.068056
1.119048,6,656.22269
1.095238,5,656.382142
1.071429,4,656.479573
1.095238,5,656.610866
1.071429,4,656.726583
1.095238,5,656.908019
1.095238,5,657.024126
1.071429,4,657.113294
1.095238,5,657.232961
1.142857,7,657.456397
1.071429,4,657.561825
1.095238,5,657.676692
1.095238,5,657.791172
1.071429,4,657.921149
1.071429,4,658.009706
1.142857,7,658.181104
1.119048,6,658.359988
1.095238,5,658.475301
1.142857,7,658.636689
1.119048,6,658.807114
1.119048,6,658.9431
1.071429,4,659.027984
1.095238,5,659.139629
1.095238,5,659.29156
1.095238,5,659.404573
1.142857,7,659.576581
1.119048,6,659.754335
1.142857,7,659.922208
1.190476,9,660.148038
1.119048,6,660.323892
1.095238,5,660.441584
1.095238,5,660.562695
1.071429,4,660.691063
1.142857,7,660.86224
1.166667,8,661.062666
1.166667,8,661.296292
1.095238,5,661.411948
1.119048,6,661.592045
1.071429,4,661.676794
1.214286,10,661.946903
1.142857,7,662.158475
1.095238,5,662.279522
1.166667,8,662.483225
1.095238,5,662.64381
1.119048,6,662.789412
1.071429,4,662.876027
1.142857,7,663.05828
1.166667,8,663.306318
1.095238,5,663.421064
1.166667,8,663.65914
1.071429,4,663.746224
1.095238,5,663.859928
1.071429,4,663.946645
1.071429,4,664.071165
1.095238,5,664.197658
1.166667,8,664.461236
1.095238,5,664.606495
1.166667,8,664.81108
1.095238,5,664.933099
1.095238,5,665.041488
1.071429,4,665.16026
1.095238,5,665.290459
1.095238,5,665.486547
1.095238,5,665.60937
1.095238,5,665.755313
1.095238,5,665.876009
1.071429,4,665.976049
1.071429,4,666.082515
1.095238,5,666.242715
1.142857,7,666.40488
1.095238,5,666.526736
1.071429,4,666.659372
1.119048,6,666.799608
1.071429,4,666.887122
1.119048,6,667.066906
1.095238,5,667.181019
1.095238,5,667.301529
1.095238,5,667.425819
1.119048,6,667.618255
-0.904762,5,667.754472
1.095238,5,667.8696
1.119048,6,668.045621
1.095238,5,668.159111
1.071429,4,668.247167
1.119048,6,668.389682
1.119048,6,668.574681
1.071429,4,668.665753
1.095238,5,668.788032
1.142857,7,669.004694
1.119048,6,669.148098
1.119048,6,669.291642
1.119048,6,669.488206
1.071429,4,669.590472
1.119048,6,669.740976
1.119048,6,669.893019
-0.809524,9,670.179364
1.071429,4,670.260862
1.142857,7,670.460831
1.119048,6,670.59087
1.071429,4,670.67159
1.095238,5,670.818907
1.095238,5,670.925909
1.119048,6,671.061502
1.119048,6,671.233699
1.071429,4,671.321529
1.261905,12,671.642021
1.142857,7,671.862093
1.095238,5,671.982265
1.071429,4,672.073446
1.095238,5,672.195074
-0.928571,4,672.34375
1.095238,5,672.460407
1.071429,4,672.54743
1.071429,4,672.639442
1.119048,6,672.83324
1.071429,4,672.930709
1.071429,4,673.028554
1.071429,4,673.124068
1.071429,4,673.221386
1.166667,8,673.460685
1.119048,6,673.604402
1.071429,4,673.694212
1.071429,4,673.814029
1.071429,4,673.896721
1.071429,4,673.980028
1.142857,7,674.175703
1.119048,6,674.305515
1.071429,4,674.383915
1.071429,4,674.468468
1.095238,5,674.574315
1.071429,4,674.692061
1.071429,4,674.778705
1.071429,4,674.864135
1.119048,6,675.003614
1.071429,4,675.151116
1.142857,7,675.34741
1.119048,6,675.499918
1.166667,8,675.735564
1.119048,6,675.876858
1.095238,5,676.029282
1.071429,4,676.115324
-0.857143,7,676.309286
1.095238,5,676.472294
1.142857,7,676.649569
1.119048,6,676.796314
1.095238,5,676.915653
1.119048,6,677.104734
1.142857,7,677.292276
1.142857,7,677.516397
1.095238,5,677.642232
1.071429,4,677.732261
1.119048,6,677.876342
1.071429,4,678.005792
1.095238,5,678.125224
1.119048,6,678.273908
1.166667,8,678.520413
1.119048,6,678.669292
1.071429,4,678.761261
1.214286,10,679.062654
1.142857,7,679.241927
1.071429,4,679.33463
1.119048,6,679.525376
1.071429,4,679.618737
1.142857,7,679.796986
1.095238,5,679.954507
1.071429,4,680.041883
1.071429,4,680.131169
1.071429,4,680.222371
1.095238,5,680.376621
1.071429,4,680.466324
1.071429,4,680.551329
1.119048,6,682.881722
1.166667,8,683.114567
1.119048,6,683.255719
1.142857,7,683.44683
1.071429,4,683.585573
1.095238,5,683.704382
1.071429,4,683.793911
1.071429,4,683.882638
1.071429,4,683.972464
1.119048,6,684.163624
1.071429,4,684.265656
1.166667,8,684.495484
1.095238,5,684.643078
1.095238,5,684.75844
1.095238,5,684.87589
1.071429,4,685.002334
1.095238,5,685.11679
1.119048,6,685.261407
1.071429,4,685.347545
1.095238,5,685.501323
1.119048,6,685.641305
1.095238,5,685.754726
1.095238,5,685.904881
1.095238,5,686.018441
1.071429,4,686.103684
1.071429,4,686.189246
1.119048,6,686.367522
1.071429,4,686.458034
1.095238,5,686.567405
1.095238,5,686.683865
1.071429,4,686.813129
1.119048,6,686.965261
1.095238,5,687.089383
1.071429,4,687.182931
1.095238,5,687.344009
1.142857,7,687.537126
1.119048,6,687.715426
1.119048,6,687.85532
1.071429,4,687.944635
1.119048,6,688.090095
1.071429,4,688.228484
1.095238,5,688.347356
1.071429,4,688.441879
1.071429,4,688.526642
1.119048,6,688.70463
1.119048,6,688.844836
1.071429,4,688.933398
1.095238,5,689.08128
1.095238,5,689.235703
1.119048,6,689.377762
1.119048,6,689.52338
1.119048,6,689.712829
1.119048,6,689.854374
1.142857,7,690.022902
1.095238,5,690.183693
1.119048,6,690.33504
1.095238,5,690.45746
1.095238,5,690.578208
1.095238,5,690.737163
1.071429,4,690.829854
1.095238,5,690.951285
1.071429,4,691.04371
1.071429,4,691.173989
1.142857,7,691.351192
1.071429,4,691.448018
1.071429,4,691.535735
1.095238,5,691.691709
1.095238,5,691.809356
1.071429,4,691.898664
1.119048,6,692.04392
1.071429,4,692.169859
1.095238,5,692.275915
1.119048,6,692.413167
1.119048,6,692.559182
1.166667,8,692.812078
1.095238,5,692.926295
1.071429,4,693.014072
1.071429,4,693.105916
1.095238,5,693.273741
1.071429,4,693.377747
1.119048,6,693.571282
1.095238,5,693.742969
1.095238,5,693.882657
1.142857,7,694.076889
-0.904762,5,694.271912
1.166667,8,694.492234
1.119048,6,694.670462
1.095238,5,694.784523
1.119048,6,694.939619
1.142857,7,695.140744
1.071429,4,695.229587
1.142857,7,695.402807
1.071429,4,695.493432
1.095238,5,695.645028
1.095238,5,695.758508
1.142857,7,695.926879
1.119048,6,696.106126
1.119048,6,696.243743
1.095238,5,696.357426
1.095238,5,696.477105
1.119048,6,696.664195
1.071429,4,696.752871
1.095238,5,696.865369
1.071429,4,696.989767
1.119048,6,697.130646
1.119048,6,697.279434
-0.857143,7,697.509428
1.142857,7,697.678408
1.071429,4,697.764558
1.095238,5,697.918359
1.095238,5,698.030522
1.166667,8,698.280818
1.071429,4,698.452774
1.119048,6,698.714267
1.095238,5,698.902634
1.119048,6,699.143236
1.142857,7,699.390294
1.142857,7,699.618542
1.119048,6,699.865929
1.119048,6,700.03034
1.119048,6,700.251765
1.119048,6,700.449273
1.071429,4,700.546769
1.071429,4,700.641627
1.071429,4,700.73189
1.119048,6,700.905458
1.119048,6,701.03944
1.095238,5,701.147398
1.071429,4,701.249174
1.071429,4,701.3987
1.119048,6,701.570848
1.095238,5,701.702675
1.071429,4,701.788942
1.119048,6,701.981882
1.142857,7,702.196961
1.071429,4,702.293964
1.071429,4,702.392079
1.095238,5,702.568105
1.119048,6,702.737362
1.095238,5,702.875982
1.071429,4,703.020403
1.095238,5,703.165745
1.095238,5,703.280879
-0.833333,8,703.556832
1.071429,4,703.643766
1.071429,4,703.727433
1.119048,6,703.868856
1.095238,5,704.01596
1.095238,5,704.12195
1.142857,7,704.30104
1.071429,4,704.426709
1.142857,7,704.594983
1.071429,4,704.676976
1.119048,6,704.808685
1.071429,4,704.928536
1.071429,4,705.010149
1.071429,4,705.09301
1.095238,5,705.201438
1.071429,4,705.32418
1.071429,4,705.410473
1.119048,6,705.545686
1.095238,5,705.650206
1.119048,6,705.838989
1.119048,6,705.986953
1.071429,4,706.072904
1.071429,4,706.153087
1.095238,5,706.29969
1.095238,5,706.406345
1.095238,5,706.516641
1.142857,7,706.713579
1.071429,4,706.794837
1.119048,6,706.927605
1.095238,5,707.035627
1.119048,6,707.206706
1.119048,6,707.341386
1.071429,4,707.427658
1.095238,5,707.600134
1.095238,5,707.721705
1.119048,6,707.867503
1.095238,5,708.017424
1.095238,5,708.126235
1.095238,5,708.233459
1.071429,4,708.314096
1.119048,6,708.494223
1.071429,4,708.593007
1.119048,6,708.747535
1.071429,4,708.837996
1.119048,6,709.021522
1.142857,7,709.192872
1.119048,6,709.339407
1.071429,4,709.471558
1.166667,8,709.675169
1.166667,8,709.880455
1.095238,5,710.039281
1.071429,4,710.133025
1.095238,5,710.256356
1.095238,5,710.376659
1.119048,6,710.563808
1.119048,6,710.714112
1.166667,8,710.957173
1.119048,6,711.10856
1.095238,5,711.22608
1.071429,4,711.306376
1.071429,4,711.429313
1.119048,6,711.576366
1.071429,4,711.662833
1.071429,4,711.759379
1.071429,4,711.885303
1.071429,4,711.97287
1.071429,4,712.060282
1.119048,6,712.209958
1.095238,5,712.361378
1.071429,4,712.451472
1.142857,7,712.623844
1.071429,4,712.719692
1.119048,6,712.914851
1.119048,6,713.069457
1.119048,6,713.258108
1.095238,5,713.374989
1.095238,5,713.491368
1.071429,4,713.580408
1.119048,6,713.766987
1.095238,5,713.881675
1.071429,4,713.966815
1.119048,6,714.149987
1.071429,4,714.240379
1.095238,5,714.355927
1.071429,4,714.448767
1.190476,9,714.710468
1.142857,7,714.877495
1.095238,5,715.037951
1.119048,6,715.191833
1.119048,6,715.347147
1.071429,4,715.440652
1.095238,5,715.613055
1.095238,5,715.734805
1.071429,4,715.823013
1.119048,6,715.968752
1.095238,5,716.125634
1.095238,5,716.248409
1.095238,5,716.375602
1.095238,5,716.496776
