#{"t_start": 1617615569.6735675, "env_id": null}
r,l,t
1.142857,7,265.145468
1.166667,8,265.368483
-0.857143,7,265.655336
-0.857143,7,265.885696
1.190476,9,266.161722
1.142857,7,266.362264
-0.857143,7,266.637635
-0.857143,7,266.858277
-0.761905,11,267.202695
1.190476,9,267.529315
-0.904762,5,267.687839
1.190476,9,267.952246
-0.809524,9,268.30555
1.071429,4,268.405618
-0.809524,9,268.687994
-0.833333,8,268.946123
1.071429,4,269.045916
-0.833333,8,269.371783
-0.857143,7,269.589981
-0.809524,9,269.858654
1.190476,9,270.172977
-0.809524,9,270.446896
-0.833333,8,270.703512
-0.857143,7,270.941112
-0.857143,7,271.267947
-0.833333,8,271.549201
-0.809524,9,271.867131
1.142857,7,272.130052
1.142857,7,272.33564
1.166667,8,272.612188
-0.857143,7,272.858922
-0.833333,8,273.192768
-0.833333,8,273.441535
-0.880952,6,273.640438
1.119048,6,273.802641
1.190476,9,274.124147
1.261905,12,274.471377
-0.880952,6,274.666675
-9.809524,9,275.010657
-0.857143,7,275.256276
-0.761905,11,275.613998
1.119048,6,275.783542
1.119048,6,276.008102
-0.857143,7,276.223904
1.119048,6,276.39691
1.071429,4,276.502752
-0.857143,7,276.765101
-0.857143,7,277.057086
-0.857143,7,277.278455
-0.833333,8,277.550171
1.071429,4,277.66052
-0.809524,9,278.032546
1.119048,6,278.212473
1.095238,5,278.350327
1.095238,5,280.895976
1.119048,6,281.053349
-0.904762,5,281.270318
-0.880952,6,281.447588
-0.809524,9,281.734933
1.142857,7,281.928387
1.119048,6,282.106272
1.119048,6,282.34806
1.095238,5,282.479474
1.190476,9,282.743205
-0.809524,9,283.085879
-9.785714,10,283.412646
1.095238,5,283.542853
-0.904762,5,283.693357
1.238095,11,284.083898
1.214286,10,284.371047
-0.833333,8,284.629852
1.095238,5,284.757682
-0.833333,8,285.082481
1.095238,5,285.211004
1.214286,10,285.49319
-0.880952,6,285.691429
-0.880952,6,285.950263
1.190476,9,286.200406
1.190476,9,286.446951
-0.880952,6,286.645902
1.166667,8,286.961092
-0.880952,6,287.172992
1.095238,5,287.324867
1.119048,6,287.513283
1.142857,7,287.724765
1.190476,9,288.054516
1.095238,5,288.186569
1.095238,5,288.321451
-0.833333,8,288.589571
-0.857143,7,288.906093
-0.880952,6,289.120595
1.095238,5,289.270134
-0.833333,8,289.570568
1.190476,9,289.900084
1.214286,10,290.24826
-0.833333,8,290.562035
-0.857143,7,290.810548
1.214286,10,291.165888
-0.857143,7,291.382093
1.142857,7,291.580554
-0.833333,8,291.908602
-0.857143,7,292.137545
-0.880952,6,292.349624
-0.833333,8,292.624917
-0.880952,6,292.878243
1.142857,7,293.078495
-0.880952,6,293.287873
-0.857143,7,293.528382
1.166667,8,293.833356
-0.880952,6,294.036302
-0.880952,6,294.224138
-0.904762,5,294.380992
-0.880952,6,294.570563
-0.785714,10,294.972608
1.119048,6,295.141383
1.119048,6,295.302927
-0.833333,8,295.623421
-0.833333,8,295.882668
-0.857143,7,296.127125
-0.809524,9,296.421698
1.071429,4,296.58894
-0.809524,9,296.8856
1.166667,8,297.12667
1.238095,11,297.524231
-0.880952,6,297.724963
-0.880952,6,297.914881
-0.857143,7,298.177169
-0.785714,10,298.598006
1.119048,6,298.779533
1.190476,9,299.055315
1.095238,5,299.183553
-0.880952,6,299.36768
-0.857143,7,299.670719
1.119048,6,299.837237
-0.904762,5,299.996943
-0.785714,10,300.328892
1.119048,6,300.565089
-0.833333,8,300.806346
-0.904762,5,300.973103
-0.785714,10,301.386408
1.166667,8,301.658518
-0.904762,5,301.832193
-0.809524,9,302.124407
-0.809524,9,302.499803
-0.857143,7,302.74773
1.119048,6,302.919068
1.071429,4,303.027974
1.166667,8,303.275523
1.166667,8,303.593192
1.214286,10,303.894945
-0.857143,7,304.115797
-9.761905,11,304.548478
-0.880952,6,304.751556
1.214286,10,305.087556
-0.833333,8,305.375144
1.119048,6,305.641309
1.166667,8,305.872876
-0.880952,6,306.065899
-0.785714,10,306.395648
-0.833333,8,306.739109
1.095238,5,306.88279
-0.809524,9,307.191306
1.166667,8,307.493937
1.166667,8,307.728012
-0.857143,7,307.967145
1.119048,6,308.138959
-0.857143,7,308.420257
1.095238,5,308.544919
1.166667,8,308.753114
1.166667,8,308.973269
-0.833333,8,309.223214
1.071429,4,309.399105
1.119048,6,309.572831
1.190476,9,309.825673
1.142857,7,310.031032
1.119048,6,310.190838
1.095238,5,310.387111
1.095238,5,310.518056
-0.857143,7,310.735991
-0.785714,10,311.046986
-0.880952,6,311.300844
1.142857,7,311.491811
-0.833333,8,311.737894
-0.785714,10,312.11117
1.142857,7,312.314579
-0.880952,6,312.50958
-0.833333,8,312.773992
-0.785714,10,313.169652
-0.880952,6,313.368778
-0.833333,8,313.635873
-0.880952,6,313.835185
1.071429,4,314.003306
1.119048,6,314.17392
-0.833333,8,314.445031
-0.880952,6,314.626141
-0.833333,8,314.931634
-0.857143,7,315.150757
-0.880952,6,315.33865
-0.857143,7,315.561585
1.142857,7,315.813011
1.238095,11,316.102874
-0.880952,6,316.274154
1.095238,5,316.396085
-0.880952,6,316.643039
1.095238,5,316.76532
-0.833333,8,316.996711
-0.904762,5,317.144741
-0.809524,9,317.417888
-0.857143,7,317.71856
1.095238,5,317.853444
-0.785714,10,318.172553
1.214286,10,318.532025
1.119048,6,318.70797
1.119048,6,318.890325
-0.880952,6,319.089047
-0.833333,8,319.356492
1.095238,5,319.570964
1.095238,5,319.714812
-0.785714,10,320.034172
1.095238,5,320.168477
1.142857,7,320.425031
1.190476,9,320.699767
1.142857,7,320.930388
1.142857,7,321.150739
-0.857143,7,321.454182
1.142857,7,321.673907
1.142857,7,321.880161
-0.785714,10,322.243614
1.095238,5,322.4581
-0.880952,6,322.678258
1.095238,5,322.840208
-0.857143,7,323.104092
1.166667,8,323.340292
1.142857,7,323.606262
-0.880952,6,323.79975
1.142857,7,323.995158
1.071429,4,324.095181
1.214286,10,324.48029
1.166667,8,324.725096
-0.833333,8,324.996085
1.166667,8,325.240852
-0.880952,6,325.550266
-0.880952,6,325.753805
1.166667,8,325.996653
-0.809524,9,326.388038
1.142857,7,326.598838
1.142857,7,326.804113
-0.880952,6,326.998436
-0.880952,6,327.2033
-0.857143,7,327.502986
1.214286,10,327.81129
-0.857143,7,328.041524
1.119048,6,328.20206
1.190476,9,328.534959
1.095238,5,328.682869
1.166667,8,328.934908
-0.880952,6,329.136003
1.190476,9,329.490664
-0.833333,8,329.771167
-0.880952,6,330.009228
1.166667,8,330.271497
-0.880952,6,330.549836
-0.785714,10,330.887903
1.190476,9,331.158559
1.142857,7,331.422956
-0.857143,7,331.658435
1.142857,7,331.863762
1.095238,5,331.998454
1.119048,6,332.170559
1.095238,5,332.307053
1.095238,5,332.517622
-0.833333,8,332.796718
-0.809524,9,333.0967
1.095238,5,333.232119
1.166667,8,333.538324
-0.857143,7,333.769361
1.142857,7,333.973549
-9.833333,8,334.212673
-0.785714,10,334.629581
1.214286,10,334.945316
1.142857,7,335.137373
-0.880952,6,335.405446
-0.857143,7,335.646218
1.071429,4,335.75648
1.190476,9,336.032203
-0.904762,5,336.192802
-0.880952,6,336.472692
1.095238,5,336.655962
-0.857143,7,336.923563
-0.904762,5,337.093473
1.119048,6,337.265457
-0.833333,8,337.62237
-0.785714,10,337.977563
-0.904762,5,338.1551
1.095238,5,338.286466
1.142857,7,338.568028
-0.904762,5,338.764819
-0.880952,6,338.957572
1.095238,5,339.089936
1.214286,10,339.471655
-0.809524,9,339.746454
-0.880952,6,339.93861
-0.833333,8,340.196771
-0.833333,8,340.531168
1.190476,9,340.813841
1.190476,9,341.066995
-0.785714,10,341.48491
1.119048,6,341.648221
-0.857143,7,341.854619
-0.904762,5,342.033671
1.095238,5,342.175141
-0.857143,7,342.48273
-0.857143,7,342.726801
1.190476,9,343.027981
1.190476,9,343.438345
-0.833333,8,343.70522
-0.809524,9,343.992759
1.166667,8,344.289366
-0.857143,7,344.524948
1.119048,6,344.700912
1.119048,6,344.881876
1.166667,8,345.132745
1.071429,4,345.241064
1.214286,10,345.642235
1.119048,6,345.809799
-0.857143,7,346.02386
1.190476,9,346.358546
-0.809524,9,346.657952
-0.880952,6,346.856707
1.095238,5,346.998567
-0.857143,7,347.309857
1.142857,7,347.523008
1.142857,7,347.740495
-0.785714,10,348.08972
-0.833333,8,348.439286
-0.857143,7,348.679843
-0.904762,5,348.850382
-0.857143,7,349.085488
-0.857143,7,349.388386
-0.880952,6,349.5992
-0.857143,7,349.835819
